ticker,name,exchange,sector,industry,scalemarketcap,scalerevenue,location
A,Agilent Technologies Inc,NYSE,Healthcare,Diagnostics & Research,5 - Large,5 - Large,California; U.S.A
AAL,American Airlines Group Inc,NASDAQ,Industrials,Airlines,5 - Large,5 - Large,Texas; U.S.A
AAP,Advance Auto Parts Inc,NYSE,Consumer Cyclical,Specialty Retail,5 - Large,4 - Mid,North Carolina; U.S.A
AAPL,Apple Inc,NASDAQ,Technology,Consumer Electronics,6 - Mega,6 - Mega,California; U.S.A
ABBV,AbbVie Inc,NYSE,Healthcare,Drug Manufacturers - General,5 - Large,5 - Large,Illinois; U.S.A
ABC,Amerisourcebergen Corp,NYSE,Healthcare,Medical Distribution,5 - Large,5 - Large,Pennsylvania; U.S.A
ABMD,Abiomed Inc,NASDAQ,Healthcare,Medical Devices,5 - Large,3 - Small,Massachusetts; U.S.A
ABT,Abbott Laboratories,NYSE,Healthcare,Medical Devices,5 - Large,5 - Large,Illinois; U.S.A
ACN,Accenture plc,NYSE,Technology,Information Technology Services,5 - Large,5 - Large,Ireland
ADBE,Adobe Inc,NASDAQ,Technology,Software - Infrastructure,6 - Mega,5 - Large,California; U.S.A
ADI,Analog Devices Inc,NASDAQ,Technology,Semiconductors,5 - Large,4 - Mid,Massachusetts; U.S.A
ADM,Archer-Daniels-Midland Co,NYSE,Consumer Defensive,Farm Products,5 - Large,5 - Large,Illinois; U.S.A
ADP,Automatic Data Processing Inc,NASDAQ,Industrials,Staffing & Employment Services,5 - Large,5 - Large,New Jersey; U.S.A
ADSK,Autodesk Inc,NASDAQ,Technology,Software - Application,5 - Large,4 - Mid,California; U.S.A
AEE,Ameren Corp,NYSE,Utilities,Utilities - Regulated Electric,5 - Large,4 - Mid,Missouri; U.S.A
AEP,American Electric Power Co Inc,NYSE,Utilities,Utilities - Regulated Electric,5 - Large,5 - Large,Ohio; U.S.A
AES,Aes Corp,NYSE,Utilities,Utilities - Diversified,5 - Large,5 - Large,Virginia; U.S.A
AFL,Aflac Inc,NYSE,Financial Services,Insurance - Life,5 - Large,5 - Large,Georgia; U.S.A
AIG,American International Group Inc,NYSE,Financial Services,Insurance - Diversified,6 - Mega,5 - Large,New York; U.S.A
AIV,Apartment Investment & Management Co,NYSE,Real Estate,REIT - Residential,4 - Mid,3 - Small,Colorado; U.S.A
AIZ,Assurant Inc,NYSE,Financial Services,Insurance - Specialty,4 - Mid,5 - Large,New York; U.S.A
AJG,Arthur J Gallagher & Co,NYSE,Financial Services,Insurance Brokers,5 - Large,4 - Mid,Illinois; U.S.A
AKAM,Akamai Technologies Inc,NASDAQ,Technology,Software - Infrastructure,5 - Large,4 - Mid,Massachusetts; U.S.A
ALB,Albemarle Corp,NYSE,Basic Materials,Specialty Chemicals,5 - Large,4 - Mid,North Carolina; U.S.A
ALGN,Align Technology Inc,NASDAQ,Healthcare,Medical Devices,5 - Large,4 - Mid,California; U.S.A
ALK,Alaska Air Group Inc,NYSE,Industrials,Airlines,5 - Large,4 - Mid,Washington; U.S.A
ALL,Allstate Corp,NYSE,Financial Services,Insurance - Property & Casualty,5 - Large,5 - Large,Illinois; U.S.A
ALLE,Allegion plc,NYSE,Industrials,Security & Protection Services,5 - Large,4 - Mid,Ireland
ALXN,Alexion Pharmaceuticals Inc,NASDAQ,Healthcare,Biotechnology,5 - Large,4 - Mid,Massachusetts; U.S.A
AMAT,Applied Materials Inc,NASDAQ,Technology,Semiconductor Equipment & Materials,5 - Large,5 - Large,California; U.S.A
AMCR,Amcor plc,NYSE,Consumer Cyclical,Packaging & Containers,5 - Large,5 - Large,United Kingdom
AMD,Advanced Micro Devices Inc,NASDAQ,Technology,Semiconductors,5 - Large,4 - Mid,California; U.S.A
AME,Ametek Inc,NYSE,Industrials,Specialty Industrial Machinery,5 - Large,4 - Mid,Pennsylvania; U.S.A
AMGN,Amgen Inc,NASDAQ,Healthcare,Drug Manufacturers - General,5 - Large,5 - Large,California; U.S.A
AMP,Ameriprise Financial Inc,NYSE,Financial Services,Asset Management,5 - Large,5 - Large,Minnesota; U.S.A
AMT,American Tower Corp,NYSE,Real Estate,REIT - Specialty,5 - Large,4 - Mid,Massachusetts; U.S.A
AMZN,Amazon Com Inc,NASDAQ,Technology,Internet Retail,6 - Mega,6 - Mega,Washington; U.S.A
ANET,Arista Networks Inc,NYSE,Technology,Computer Hardware,5 - Large,4 - Mid,California; U.S.A
ANSS,Ansys Inc,NASDAQ,Technology,Software - Application,5 - Large,3 - Small,Pennsylvania; U.S.A
ANTM,Anthem Inc,NYSE,Healthcare,Healthcare Plans,5 - Large,5 - Large,Indiana; U.S.A
AON,Aon plc,NYSE,Financial Services,Insurance Brokers,5 - Large,5 - Large,United Kingdom
AOS,Smith A O Corp,NYSE,Industrials,Specialty Industrial Machinery,5 - Large,4 - Mid,Wisconsin; U.S.A
APA,Apache Corp,NYSE,Energy,Oil & Gas E&P,5 - Large,5 - Large,Texas; U.S.A
APD,Air Products & Chemicals Inc,NYSE,Basic Materials,Chemicals,5 - Large,5 - Large,Pennsylvania; U.S.A
APH,Amphenol Corp,NYSE,Technology,Electronic Components,5 - Large,4 - Mid,Connecticut; U.S.A
APTV,Aptiv PLC,NYSE,Consumer Cyclical,Auto Parts,5 - Large,5 - Large,Ireland
ARE,Alexandria Real Estate Equities Inc,NYSE,Real Estate,REIT - Office,5 - Large,3 - Small,California; U.S.A
ATO,Atmos Energy Corp,NYSE,Utilities,Utilities - Regulated Gas,5 - Large,4 - Mid,Texas; U.S.A
ATVI,Activision Blizzard Inc,NASDAQ,Technology,Electronic Gaming & Multimedia,5 - Large,4 - Mid,California; U.S.A
AVB,Avalonbay Communities Inc,NYSE,Real Estate,REIT - Residential,5 - Large,4 - Mid,Virginia; U.S.A
AVGO,Broadcom Inc,NASDAQ,Technology,Semiconductors,5 - Large,5 - Large,California; U.S.A
AVY,Avery Dennison Corp,NYSE,Industrials,Business Equipment & Supplies,5 - Large,4 - Mid,California; U.S.A
AWK,American Water Works Company Inc,NYSE,Utilities,Utilities - Regulated Water,5 - Large,4 - Mid,New Jersey; U.S.A
AXP,American Express Co,NYSE,Financial Services,Credit Services,5 - Large,5 - Large,New York; U.S.A
AZO,Autozone Inc,NYSE,Consumer Cyclical,Specialty Retail,5 - Large,5 - Large,Tennessee; U.S.A
BA,Boeing Co,NYSE,Industrials,Aerospace & Defense,6 - Mega,5 - Large,Washington; U.S.A
BAC,Bank Of America Corp,NYSE,Financial Services,Banks - Diversified,6 - Mega,5 - Large,North Carolina; U.S.A
BAX,Baxter International Inc,NYSE,Healthcare,Medical Instruments & Supplies,5 - Large,5 - Large,Illinois; U.S.A
BBY,Best Buy Co Inc,NYSE,Consumer Cyclical,Specialty Retail,5 - Large,5 - Large,Minnesota; U.S.A
BDX,Becton Dickinson & Co,NYSE,Healthcare,Medical Instruments & Supplies,5 - Large,5 - Large,New Jersey; U.S.A
BEN,Franklin Resources Inc,NYSE,Financial Services,Asset Management,5 - Large,4 - Mid,California; U.S.A
BF.B,Brown Forman Corp,NYSE,Consumer Defensive,Beverages - Wineries & Distilleries,5 - Large,4 - Mid,Kentucky; U.S.A
BIIB,Biogen Inc,NASDAQ,Healthcare,Drug Manufacturers - General,5 - Large,5 - Large,Massachusetts; U.S.A
BIO,Bio-Rad Laboratories Inc,NYSE,Healthcare,Medical Devices,5 - Large,4 - Mid,California; U.S.A
BK,Bank of New York Mellon Corp,NYSE,Financial Services,Asset Management,5 - Large,5 - Large,New York; U.S.A
BKNG,Booking Holdings Inc,NASDAQ,Industrials,Travel Services,5 - Large,5 - Large,Connecticut; U.S.A
BKR,Baker Hughes Co,NYSE,Energy,Oil & Gas Equipment & Services,5 - Large,5 - Large,Texas; U.S.A
BLK,BlackRock Inc,NYSE,Financial Services,Asset Management,5 - Large,5 - Large,New York; U.S.A
BLL,BALL Corp,NYSE,Consumer Cyclical,Packaging & Containers,5 - Large,5 - Large,Colorado; U.S.A
BMY,Bristol Myers Squibb Co,NYSE,Healthcare,Drug Manufacturers - General,5 - Large,5 - Large,New York; U.S.A
BR,Broadridge Financial Solutions Inc,NYSE,Technology,Information Technology Services,5 - Large,4 - Mid,New York; U.S.A
BRK.B,Berkshire Hathaway Inc,NYSE,Financial Services,Insurance - Diversified,6 - Mega,6 - Mega,Nebraska; U.S.A
BSX,Boston Scientific Corp,NYSE,Healthcare,Medical Devices,5 - Large,5 - Large,Massachusetts; U.S.A
BWA,Borgwarner Inc,NYSE,Consumer Cyclical,Auto Parts,5 - Large,5 - Large,Michigan; U.S.A
BXP,Boston Properties Inc,NYSE,Real Estate,REIT - Office,5 - Large,4 - Mid,Massachusetts; U.S.A
C,Citigroup Inc,NYSE,Financial Services,Banks - Diversified,6 - Mega,5 - Large,New York; U.S.A
CAG,Conagra Brands Inc,NYSE,Consumer Defensive,Packaged Foods,5 - Large,5 - Large,Illinois; U.S.A
CAH,Cardinal Health Inc,NYSE,Healthcare,Medical Distribution,5 - Large,5 - Large,Ohio; U.S.A
CARR,Carrier Global Corp,NYSE,Basic Materials,Building Products & Equipment,5 - Large,5 - Large,Florida; U.S.A
CAT,Caterpillar Inc,NYSE,Industrials,Farm & Heavy Construction Machinery,5 - Large,5 - Large,Illinois; U.S.A
CB,Chubb Ltd,NYSE,Financial Services,Insurance - Property & Casualty,5 - Large,5 - Large,Switzerland
CBOE,Cboe Global Markets Inc,BATS,Financial Services,Financial Exchanges,5 - Large,4 - Mid,Illinois; U.S.A
CBRE,Cbre Group Inc,NYSE,Real Estate,Real Estate Services,5 - Large,5 - Large,California; U.S.A
CCI,Crown Castle International Corp,NYSE,Real Estate,REIT - Specialty,5 - Large,4 - Mid,Texas; U.S.A
CCL,Carnival Corp,NYSE,Industrials,Travel Services,5 - Large,5 - Large,Florida; U.S.A
CDNS,Cadence Design Systems Inc,NASDAQ,Technology,Software - Application,5 - Large,4 - Mid,California; U.S.A
CDW,CDW Corp,NASDAQ,Technology,Information Technology Services,5 - Large,5 - Large,Illinois; U.S.A
CE,Celanese Corp,NYSE,Basic Materials,Chemicals,5 - Large,4 - Mid,Texas; U.S.A
CERN,CERNER Corp,NASDAQ,Technology,Health Information Services,5 - Large,4 - Mid,Missouri; U.S.A
CF,CF Industries Holdings Inc,NYSE,Basic Materials,Agricultural Inputs,5 - Large,4 - Mid,Illinois; U.S.A
CFG,Citizens Financial Group Inc,NYSE,Financial Services,Banks - Regional,5 - Large,4 - Mid,Rhode Island; U.S.A
CHD,Church & Dwight Co Inc,NYSE,Consumer Defensive,Household & Personal Products,5 - Large,4 - Mid,New Jersey; U.S.A
CHRW,C H Robinson Worldwide Inc,NASDAQ,Industrials,Integrated Freight & Logistics,5 - Large,5 - Large,Minnesota; U.S.A
CHTR,Charter Communications Inc,NASDAQ,Consumer Cyclical,Entertainment,5 - Large,5 - Large,Connecticut; U.S.A
CI,Cigna Corp,NYSE,Healthcare,Healthcare Plans,5 - Large,5 - Large,Connecticut; U.S.A
CINF,Cincinnati Financial Corp,NASDAQ,Financial Services,Insurance - Property & Casualty,5 - Large,4 - Mid,Ohio; U.S.A
CL,Colgate Palmolive Co,NYSE,Consumer Defensive,Household & Personal Products,5 - Large,5 - Large,New York; U.S.A
CLX,Clorox Co,NYSE,Consumer Defensive,Household & Personal Products,5 - Large,4 - Mid,California; U.S.A
CMA,Comerica Inc,NYSE,Financial Services,Banks - Regional,5 - Large,4 - Mid,Texas; U.S.A
CMCSA,Comcast Corp,NASDAQ,Consumer Cyclical,Entertainment,6 - Mega,5 - Large,Pennsylvania; U.S.A
CME,Cme Group Inc,NASDAQ,Financial Services,Financial Data & Stock Exchanges,5 - Large,4 - Mid,Illinois; U.S.A
CMG,Chipotle Mexican Grill Inc,NYSE,Consumer Cyclical,Restaurants,5 - Large,4 - Mid,California; U.S.A
CMI,Cummins Inc,NYSE,Industrials,Specialty Industrial Machinery,5 - Large,5 - Large,Indiana; U.S.A
CMS,Cms Energy Corp,NYSE,Utilities,Utilities - Regulated Electric,5 - Large,5 - Large,Michigan; U.S.A
CNC,Centene Corp,NYSE,Healthcare,Healthcare Plans,5 - Large,5 - Large,Missouri; U.S.A
CNP,Centerpoint Energy Inc,NYSE,Utilities,Utilities - Regulated Gas,5 - Large,5 - Large,Texas; U.S.A
COF,Capital One Financial Corp,NYSE,Financial Services,Credit Services,5 - Large,5 - Large,Virginia; U.S.A
COG,Cabot Oil & Gas Corp,NYSE,Energy,Oil & Gas E&P,5 - Large,4 - Mid,Texas; U.S.A
COO,Cooper Companies Inc,NYSE,Healthcare,Medical Instruments & Supplies,5 - Large,4 - Mid,California; U.S.A
COP,Conocophillips,NYSE,Energy,Oil & Gas E&P,5 - Large,6 - Mega,Texas; U.S.A
COST,Costco Wholesale Corp,NASDAQ,Consumer Defensive,Discount Stores,5 - Large,5 - Large,Washington; U.S.A
CPB,Campbell Soup Co,NYSE,Consumer Defensive,Packaged Foods,5 - Large,4 - Mid,New Jersey; U.S.A
CPRT,Copart Inc,NASDAQ,Industrials,Specialty Business Services,5 - Large,4 - Mid,Texas; U.S.A
CRM,Salesforcecom Inc,NYSE,Technology,Software - Application,6 - Mega,5 - Large,California; U.S.A
CSCO,Cisco Systems Inc,NASDAQ,Technology,Communication Equipment,6 - Mega,5 - Large,California; U.S.A
CSX,Csx Corp,NASDAQ,Industrials,Railroads,5 - Large,5 - Large,Florida; U.S.A
CTAS,Cintas Corp,NASDAQ,Industrials,Specialty Business Services,5 - Large,4 - Mid,Ohio; U.S.A
CTLT,Catalent Inc,NYSE,Healthcare,Drug Manufacturers - Specialty & Generic,5 - Large,4 - Mid,New Jersey; U.S.A
CTSH,Cognizant Technology Solutions Corp,NASDAQ,Technology,Information Technology Services,5 - Large,5 - Large,New Jersey; U.S.A
CTVA,Corteva Inc,NYSE,Basic Materials,Agricultural Inputs,5 - Large,5 - Large,Delaware; U.S.A
CTXS,Citrix Systems Inc,NASDAQ,Technology,Software - Application,5 - Large,4 - Mid,Florida; U.S.A
CVS,CVS HEALTH Corp,NYSE,Healthcare,Healthcare Plans,5 - Large,6 - Mega,Rhode Island; U.S.A
CVX,Chevron Corp,NYSE,Energy,Oil & Gas Integrated,6 - Mega,6 - Mega,California; U.S.A
CXO,Concho Resources Inc,NYSE,Energy,Oil & Gas E&P,5 - Large,4 - Mid,Texas; U.S.A
D,Dominion Energy Inc,NYSE,Utilities,Utilities - Diversified,5 - Large,5 - Large,Virginia; U.S.A
DAL,Delta Air Lines Inc,NYSE,Industrials,Airlines,5 - Large,5 - Large,Georgia; U.S.A
DD,DuPont de Nemours Inc,NYSE,Basic Materials,Chemicals,5 - Large,5 - Large,Delaware; U.S.A
DE,Deere & Co,NYSE,Industrials,Farm & Heavy Construction Machinery,5 - Large,5 - Large,Illinois; U.S.A
DFS,Discover Financial Services,NYSE,Financial Services,Credit Services,5 - Large,4 - Mid,Illinois; U.S.A
DG,Dollar General Corp,NYSE,Consumer Defensive,Discount Stores,5 - Large,5 - Large,Tennessee; U.S.A
DGX,Quest Diagnostics Inc,NYSE,Healthcare,Diagnostics & Research,5 - Large,4 - Mid,New Jersey; U.S.A
DHI,Horton D R Inc,NYSE,Consumer Cyclical,Residential Construction,5 - Large,5 - Large,Texas; U.S.A
DHR,Danaher Corp,NYSE,Healthcare,Diagnostics & Research,5 - Large,5 - Large,District Of Columbia; U.S.A
DIS,Walt Disney Co,NYSE,Consumer Cyclical,Entertainment,6 - Mega,5 - Large,California; U.S.A
DISCA,Discovery Inc,NASDAQ,Consumer Cyclical,Entertainment,5 - Large,5 - Large,Maryland; U.S.A
DISH,DISH Network CORP,NASDAQ,Consumer Cyclical,Entertainment,5 - Large,5 - Large,Colorado; U.S.A
DLR,Digital Realty Trust Inc,NYSE,Real Estate,REIT - Office,5 - Large,4 - Mid,California; U.S.A
DLTR,Dollar Tree Inc,NASDAQ,Consumer Defensive,Discount Stores,5 - Large,5 - Large,Virginia; U.S.A
DOV,DOVER Corp,NYSE,Industrials,Specialty Industrial Machinery,5 - Large,4 - Mid,Illinois; U.S.A
DOW,Dow Inc,NYSE,Basic Materials,Chemicals,5 - Large,5 - Large,Michigan; U.S.A
DPZ,Dominos Pizza Inc,NYSE,Consumer Cyclical,Restaurants,5 - Large,4 - Mid,Michigan; U.S.A
DRE,Duke Realty Corp,NYSE,Real Estate,REIT - Industrial,5 - Large,3 - Small,Indiana; U.S.A
DRI,Darden Restaurants Inc,NYSE,Consumer Cyclical,Restaurants,5 - Large,4 - Mid,Florida; U.S.A
DTE,Dte Energy Co,NYSE,Utilities,Utilities - Regulated Electric,5 - Large,5 - Large,Michigan; U.S.A
DUK,Duke Energy CORP,NYSE,Utilities,Utilities - Regulated Electric,5 - Large,5 - Large,North Carolina; U.S.A
DVA,Davita Inc,NYSE,Healthcare,Medical Care Facilities,5 - Large,5 - Large,Colorado; U.S.A
DVN,Devon Energy Corp,NYSE,Energy,Oil & Gas E&P,5 - Large,5 - Large,Oklahoma; U.S.A
DXC,DXC Technology Co,NYSE,Technology,Information Technology Services,5 - Large,5 - Large,Virginia; U.S.A
DXCM,Dexcom Inc,NASDAQ,Healthcare,Diagnostics & Research,5 - Large,3 - Small,California; U.S.A
EA,Electronic Arts Inc,NASDAQ,Technology,Electronic Gaming & Multimedia,5 - Large,4 - Mid,California; U.S.A
EBAY,Ebay Inc,NASDAQ,Technology,Internet Retail,5 - Large,5 - Large,California; U.S.A
ECL,Ecolab Inc,NYSE,Basic Materials,Specialty Chemicals,5 - Large,5 - Large,Minnesota; U.S.A
ED,Consolidated Edison Inc,NYSE,Utilities,Utilities - Regulated Electric,5 - Large,5 - Large,New York; U.S.A
EFX,Equifax Inc,NYSE,Industrials,Consulting Services,5 - Large,4 - Mid,Georgia; U.S.A
EIX,Edison International,NYSE,Utilities,Utilities - Regulated Electric,5 - Large,5 - Large,California; U.S.A
EL,Estee Lauder Companies Inc,NYSE,Consumer Defensive,Household & Personal Products,5 - Large,5 - Large,New York; U.S.A
EMN,Eastman Chemical Co,NYSE,Basic Materials,Chemicals,5 - Large,5 - Large,Tennessee; U.S.A
EMR,Emerson Electric Co,NYSE,Industrials,Specialty Industrial Machinery,5 - Large,5 - Large,Missouri; U.S.A
EOG,Eog Resources Inc,NYSE,Energy,Oil & Gas E&P,5 - Large,5 - Large,Texas; U.S.A
EQIX,Equinix Inc,NASDAQ,Real Estate,REIT - Specialty,5 - Large,4 - Mid,California; U.S.A
EQR,Equity Residential,NYSE,Real Estate,REIT - Residential,5 - Large,4 - Mid,Illinois; U.S.A
ES,Eversource Energy,NYSE,Utilities,Utilities - Regulated Electric,5 - Large,4 - Mid,Massachusetts; U.S.A
ESS,Essex Property Trust Inc,NYSE,Real Estate,REIT - Residential,5 - Large,3 - Small,California; U.S.A
ETFC,E Trade Financial Corp,NASDAQ,Financial Services,Capital Markets,5 - Large,4 - Mid,Virginia; U.S.A
ETN,Eaton Corp plc,NYSE,Industrials,Specialty Industrial Machinery,5 - Large,5 - Large,Ireland
ETR,Entergy Corp,NYSE,Utilities,Utilities - Diversified,5 - Large,5 - Large,Louisiana; U.S.A
ETSY,Etsy Inc,NASDAQ,Technology,Internet Retail,5 - Large,3 - Small,New York; U.S.A
EVRG,Evergy Inc,NYSE,Utilities,Utilities - Regulated Electric,5 - Large,4 - Mid,Missouri; U.S.A
